tf1,tf2,lookback,length,lookback2,length2,min_s,max_s,koeff1,koeff2,mmcoff,exitday,sdel_day,avg_trade_1c,num_trades,total_pts,win_rate,profit_factor,avg_win,avg_loss
165,70,75,260,105,150,140,540,0.9421924525649834,0.9841706327362085,22,0,1,293.13880126182966,317,92925.0,0.35331230283911674,1.2555482220938867,4076.3839285714284,-1782.5
195,75,85,250,70,205,220,590,0.9392579701822042,0.9803539956669742,21,0,1,293.1331168831169,308,90285.0,0.35714285714285715,1.2486813292751786,4121.272727272727,-1833.611111111111
180,50,90,305,95,155,230,560,0.9985634003429551,1.0069674808192364,29,0,1,293.11708860759495,316,92625.0,0.3037974683544304,1.3211017125424669,3969.6354166666665,-1317.1689497716895
180,55,90,290,95,205,160,400,0.9695472402957196,0.9918956578883417,24,0,1,293.0151515151515,330,96695.0,0.35454545454545455,1.2497546234115096,4135.51282051282,-1817.6525821596244
180,60,75,280,65,165,190,530,0.9772566777475291,0.9954430949578138,21,0,1,292.9888268156425,358,104890.0,0.3268156424581006,1.2926373350444995,3960.0,-1487.2614107883817
195,45,120,310,95,195,140,580,0.9510216609747949,0.9975766479911575,21,0,1,292.84313725490193,408,119480.0,0.3480392156862745,1.316574592954705,3499.260563380282,-1418.8533834586467
165,45,115,320,75,200,140,430,0.9412026915589371,1.0100485290001406,22,0,1,292.7439024390244,328,96020.0,0.29878048780487804,1.3104328990333323,4136.0204081632655,-1344.8260869565217
165,60,105,295,60,210,220,460,0.9414839150658302,0.9918780974922897,28,0,1,292.6923076923077,312,91320.0,0.36538461538461536,1.265102911719453,3822.719298245614,-1748.5786802030457
180,55,90,310,90,180,140,580,0.94763086271386,1.017092837478591,25,0,1,292.62048192771084,332,97150.0,0.2891566265060241,1.3827440165468334,3655.9895833333335,-1075.5296610169491
210,55,95,285,90,160,230,560,0.9437021220317127,0.9965725037925008,21,0,1,292.47093023255815,344,100610.0,0.35174418604651164,1.2655843727314724,3962.2727272727275,-1698.7668161434979
180,60,115,245,60,160,140,460,0.9902837886260728,1.0023466225368356,25,0,1,292.33542319749216,319,93255.0,0.329153605015674,1.2813716320188275,4044.6190476190477,-1556.0093896713615
150,55,115,290,70,165,160,560,0.9698904220014488,1.0108402618247072,24,0,1,292.316384180791,354,103480.0,0.3192090395480226,1.342512908777969,3589.380530973451,-1258.8333333333333
