y_true,y_pred,y_logit,q10,q50,q90
0.0051289797,-0.010516638,-0.03372379,-0.006585448,0.0007976088,0.00425865
0.0037611723,-0.010815615,-0.031960454,-0.006947045,0.0009901267,0.0047856783
-0.0020519495,-0.009756742,-0.036165997,-0.006561033,0.00036431372,0.0041881325
-0.008035064,-0.0095120445,-0.039865367,-0.0063623767,0.00017885456,0.003987546
-0.00034177303,-0.010490295,-0.054187857,-0.0057675997,3.4830737e-05,0.0030989652
0.002222538,-0.0062407614,-0.043328095,-0.005375017,0.00016581215,0.0029383404
0.0006840229,-0.007561697,-0.041148588,-0.0056860074,0.00023493252,0.0029447093
-0.0061547756,-0.004644221,-0.043672793,-0.004616279,-0.00016179534,0.0022124138
0.00017118454,-0.0117596295,-0.038885143,-0.006575645,0.00055509125,0.0038674525
0.0020513535,-0.010575818,-0.0504468,-0.0058345567,0.0002660941,0.0031599568
0.006154299,-0.0106959175,-0.0417504,-0.0063297316,0.00030617823,0.0033177934
0.0017095804,-0.010616064,-0.041457143,-0.0058348374,0.0003133063,0.0029056673
0.0011968613,-0.011426529,-0.05000981,-0.005710181,-2.8831128e-05,0.0027394283
-0.003761053,-0.005844679,-0.045013838,-0.0053789765,5.212857e-05,0.0028032216
0.0034193993,-0.01139909,-0.05272138,-0.0056547727,0.00022124639,0.0028684873
-0.0061547756,-0.010748368,-0.05278036,-0.0057088286,0.00014028681,0.002967419
-0.0116250515,-0.010727158,-0.047058344,-0.005861284,0.0001764861,0.0029535773
0.0054707527,-0.010370707,-0.04191051,-0.00642629,0.00039022294,0.0041392166
-0.0020513535,-0.008901097,-0.031305388,-0.0070582433,0.00026371266,0.0048695123
-0.009574175,-0.010470018,-0.053974465,-0.00612117,-1.0804215e-05,0.0033424133
0.006667614,-0.009575343,-0.052835282,-0.0058025355,-8.8796834e-05,0.0031865537
0.012821913,-0.010129152,-0.05701252,-0.0052927933,-7.2117604e-05,0.002680809
-0.008547902,-0.0127231665,-0.049607184,-0.0059669977,9.0715126e-05,0.0050586304
-0.024276257,0.0008999887,-0.033048794,-0.007848259,0.0005392054,0.006145469
0.0102574825,-0.011325149,-0.017132953,-0.009080789,0.0018358079,0.0065582474
0.0017096996,-0.01018678,-0.037088603,-0.007517727,0.0010839722,0.004829897
-0.008206129,-0.006765709,-0.03836601,-0.005892125,0.0004818841,0.0034723717
-0.0008546114,-0.008918317,-0.035369255,-0.006076789,0.00066098495,0.0033810113
0.0008546114,-0.005490106,-0.04299091,-0.005573983,0.0002565767,0.0030378294
-0.008718491,-0.004584717,-0.044049248,-0.0053494903,-0.00012134372,0.0026743433
0.0035899878,-0.008951062,-0.037107605,-0.0065877405,0.00066778326,0.0035678262
0.0061541796,-0.007683706,-0.039632283,-0.006083764,0.00028825732,0.003147839
-0.008034468,-0.0050507938,-0.042898133,-0.0046621757,-3.091956e-05,0.0022494777
-0.0015391111,-0.005158166,-0.044215553,-0.0048406655,0.00014343348,0.0024082134
-0.003761053,-0.0047366344,-0.04378292,-0.00476636,-4.336817e-05,0.002320373
-0.0015386343,-0.010361763,-0.03400037,-0.006876246,0.0009447076,0.003855452
-0.012308955,-0.005456478,-0.044064075,-0.0058536716,0.00023466203,0.003163332
-0.023934007,-0.012262549,-0.034550358,-0.007435074,0.001311715,0.004556234
0.010428667,-0.015633723,0.013973782,-0.009943961,0.0029898414,0.011270242
-0.0023936033,-0.008993894,-0.032288283,-0.00651831,0.0009943321,0.003993997
-0.0034189224,-0.010557726,-0.029248359,-0.0069097914,0.0011458171,0.004155594
-0.0039322376,-0.0071058352,-0.030689115,-0.006118677,0.0006918979,0.003625717
0.00034177303,-0.003814342,-0.04238087,-0.005168077,9.902229e-05,0.002808997
-0.0034188032,-0.010483319,-0.03568257,-0.006414395,0.00091481506,0.00367956
0.0046156645,-0.009874374,-0.03297562,-0.006356268,0.0006730153,0.0035240308
0.0008546114,-0.004225671,-0.04237495,-0.005440714,0.00015207095,0.0029998207
0.0032482147,-0.0040822313,-0.045592606,-0.005703427,-7.122831e-05,0.0029622659
0.001880765,-0.005919133,-0.0439953,-0.0061917854,4.385173e-05,0.0031737532
0.0008546114,-0.0035682037,-0.046369962,-0.0052089533,-0.00013884208,0.0026559948
0.010257602,-0.004320769,-0.04472913,-0.0052586845,-0.00016804016,0.0025672135
0.00051283836,-0.00807854,-0.038596775,-0.006650385,0.0006868381,0.0036612824
0.0013674498,-0.0043438734,-0.048191264,-0.0054349797,0.00021069107,0.002950399
-0.0042740107,-0.009449204,-0.034738693,-0.0068283034,0.0006359816,0.0037020023
0.0027353764,-0.0045843762,-0.044509947,-0.005215284,-7.747585e-06,0.0025975616
-0.0029059649,-0.0043881857,-0.046241425,-0.0056933006,-0.00025975693,0.0027946674
0.0010256767,-0.004810889,-0.04522937,-0.004828668,-0.000121744684,0.0022755067
0.002564311,-0.004713423,-0.043436036,-0.004842908,-3.718969e-05,0.002355603
0.0006840229,-0.00465517,-0.043615654,-0.0054054237,-0.00011503027,0.002696966
0.0034188032,-0.002623254,-0.05767671,-0.005376783,-0.00028564042,0.0026915232
-0.0075222254,-0.0038650776,-0.048723143,-0.0047188257,-0.0001666501,0.0022611641
-0.0015385151,-0.005049112,-0.043178216,-0.0049378863,-4.3684704e-05,0.0023781927
-0.00034177303,-0.004438599,-0.043252364,-0.004798242,-5.3774624e-05,0.00237483
0.0020514727,-0.004749511,-0.040139236,-0.005055915,-9.955262e-05,0.0025024987
0.0010256767,-0.0024714111,-0.05674729,-0.0053989794,-0.00024372022,0.0027878722
