tf1,tf2,lookback,length,lookback2,length2,min_s,max_s,koeff1,koeff2,mmcoff,exitday,sdel_day,direction,avg_trade_1c,num_trades,total_pts,win_rate,profit_factor,avg_win,avg_loss
150,45,165,260,30,115,330,560,0.927427044432967,0.9433313307501562,8,0,0,short,347.16312056737587,423,146850.0,0.3971631205673759,1.3568477838258164,3323.6309523809523,-1613.8039215686274
120,60,290,270,10,25,180,520,1.0330172863420726,0.9815042028922151,26,0,1,short,345.09771986970685,307,105945.0,0.3550488599348534,1.3794863528906083,3533.256880733945,-1417.1573604060914
300,60,120,115,50,135,320,600,0.9453974106470386,0.9214374204654064,7,0,1,short,344.8012232415902,327,112750.0,0.3761467889908257,1.2872611464968153,4107.723577235773,-1933.4975369458127
120,60,215,175,20,130,80,550,1.0126705813181212,1.0157701834594617,6,0,0,short,344.4633507853403,382,131585.0,0.3193717277486911,1.4460735291624998,3496.4754098360654,-1143.3527131782946
300,45,245,125,30,165,140,340,1.0017051486855832,0.9420376899834312,12,0,1,short,344.3168604651163,344,118445.0,0.4273255813953488,1.3492973945354547,3112.517006802721,-1730.0765306122448
120,60,85,265,65,90,90,620,0.9069575099451732,0.9856157848397302,30,0,1,short,344.155701754386,456,156935.0,0.32894736842105265,1.3939675406996448,3701.866666666667,-1301.7810457516339
240,45,135,145,85,160,70,420,1.0012169316408368,0.9975864447118986,9,0,1,short,343.7903225806452,372,127890.0,0.34408602150537637,1.327574504053379,4049.2578125,-1606.6460905349795
150,45,90,120,95,135,190,490,0.9106868487641073,0.9684334350289256,28,0,1,short,343.5964912280702,399,137095.0,0.37092731829573933,1.2869687169665192,4154.256756756757,-1903.3266932270917
180,45,35,240,85,90,100,560,0.9851325779342142,0.9742859967549188,28,0,1,short,343.1799163179916,478,164040.0,0.3598326359832636,1.4474021546433928,3085.406976744186,-1202.1311475409836
150,45,290,190,5,115,230,350,1.009245582316876,0.9824061211132102,12,0,1,short,342.39811912225707,319,109225.0,0.40752351097178685,1.3426881686694068,3291.9615384615386,-1686.4021164021165
300,45,70,110,55,15,200,480,0.9356045065355182,0.9242695993283284,23,0,0,short,342.2772277227723,505,172850.0,0.4594059405940594,1.5095287927248073,2207.262931034483,-1247.1875
120,60,105,200,35,195,100,410,0.9827333456682691,1.0171599573903,23,0,0,short,341.40983606557376,305,104130.0,0.31475409836065577,1.3293950177935943,4377.65625,-1512.5598086124403
240,45,75,290,40,100,150,340,1.001369649820066,0.9292953464769975,13,0,1,short,341.11620795107035,327,111545.0,0.37920489296636084,1.3263505902660953,3655.967741935484,-1683.71921182266
240,60,50,55,25,30,120,390,0.9161550767406855,0.9104757673500842,10,0,0,short,340.98039215686276,510,173900.0,0.43529411764705883,1.380633440584849,2841.3063063063064,-1586.3541666666667
300,60,60,65,65,40,210,400,0.9545519019332908,0.9334734214946369,22,0,1,short,340.92814371257487,334,113870.0,0.45808383233532934,1.261061946902655,3595.098039215686,-2409.8342541436464
120,90,45,110,50,75,110,690,1.009162992057181,0.9775565394828724,21,0,1,short,340.8235294117647,340,115880.0,0.31470588235294117,1.3794616543323073,3937.0093457943926,-1316.2931034482758
120,60,60,145,100,75,310,630,0.9512350691963993,0.9732645005798154,10,0,1,short,340.4569892473118,372,126650.0,0.3629032258064516,1.3004602391345605,4060.5185185185187,-1793.7021276595744
210,45,60,165,90,95,350,560,0.9925928248369795,0.9829826465282742,12,0,0,short,340.0406504065041,369,125475.0,0.36314363143631434,1.2945664549904334,4115.223880597015,-1820.3632478632478
300,45,35,195,70,105,470,570,0.9007055106448768,0.9099465794355225,12,0,1,short,339.8952095808383,334,113525.0,0.38922155688622756,1.2801944886651118,3989.923076923077,-1986.1029411764705
120,45,275,40,75,105,150,590,1.012349389733525,1.0037679129320651,23,0,1,short,339.8373983739837,369,125400.0,0.41192411924119243,1.5489766881908722,2327.7960526315787,-1057.523148148148
240,45,275,155,35,100,230,580,1.009161258550943,0.9816733177750203,13,0,1,short,339.52941176470586,340,115440.0,0.38235294117647056,1.3893554588687644,3168.6923076923076,-1425.4326923076924
210,45,155,200,55,120,400,630,0.9647554543592046,0.9563017819358485,18,0,0,short,339.1825613079019,367,124480.0,0.3542234332425068,1.293508759519936,4219.923076923077,-1789.493670886076
150,60,85,95,60,95,170,470,0.9898382954650133,0.9046965234217614,14,0,0,short,338.2487922705314,414,140035.0,0.34057971014492755,1.3543530245328137,3795.886524822695,-1447.5641025641025
150,45,110,135,85,105,70,250,0.9602232574617774,0.9350532057170982,22,0,0,short,337.3419540229885,348,117395.0,0.3764367816091954,1.2596114508121496,4348.015267175572,-2103.232558139535
180,60,245,90,95,190,120,540,0.9584123559108094,0.9423406937154235,27,0,1,short,336.44039735099335,302,101605.0,0.33112582781456956,1.3254067384063541,4138.45,-1553.4328358208954
210,45,25,205,45,140,220,690,1.0214960855970714,0.984906806837043,18,0,1,short,336.04545454545456,330,110895.0,0.36666666666666664,1.3927433064173396,3250.0413223140495,-1351.0047846889952
300,60,100,80,70,85,80,420,0.9415853124304894,0.9724328046452273,10,0,1,short,336.0,385,129360.0,0.38701298701298703,1.3125279344793013,3646.1409395973155,-1753.8771186440679
210,90,45,150,65,95,70,610,0.9212950889268452,1.0042971058247436,9,0,1,short,335.0,389,130315.0,0.32390745501285345,1.3659146110323332,3860.714285714286,-1354.1254752851712
180,60,60,250,55,155,320,500,0.9261450264823162,0.9137912208850847,23,0,0,short,334.24929178470256,353,117990.0,0.3626062322946176,1.2545548687744734,4543.0078125,-2060.0666666666666
300,45,110,140,85,190,180,670,0.9862192673826208,0.987111685338528,30,0,1,short,334.1685912240185,433,144695.0,0.3325635103926097,1.3582978407290016,3809.2708333333335,-1397.370242214533
180,120,30,205,25,85,110,580,0.9798786533174022,0.9102364202864158,20,0,0,short,333.7647058823529,340,113480.0,0.28823529411764703,1.3053246159227272,4950.510204081633,-1535.8264462809918
180,60,195,40,35,175,240,450,1.007758220981425,0.9832231194882735,25,0,1,short,333.46385542168673,332,110710.0,0.42771084337349397,1.3732007416146974,2868.7323943661972,-1561.3157894736842
180,60,55,250,70,95,390,660,0.9651429333246317,0.991933816303747,25,0,1,short,333.09090909090907,330,109920.0,0.3484848484848485,1.2689733644916985,4509.434782608696,-1900.7674418604652
240,60,50,110,50,165,330,520,0.9374322648215163,0.9943666310138982,6,0,0,short,332.58474576271186,354,117735.0,0.327683615819209,1.2562185806620096,4976.25,-1938.860759493671
210,120,155,265,35,70,120,460,1.0093834041026017,1.0300647923760977,12,1,1,short,332.48743718592965,398,132330.0,0.507537688442211,1.4668712955122778,2058.267326732673,-1453.5384615384614
240,45,55,235,30,105,350,650,1.0083315881988244,0.9863144168397208,20,0,0,short,332.037037037037,378,125510.0,0.3915343915343915,1.3400894187779433,3341.6216216216217,-1625.770925110132
180,60,145,200,5,180,250,470,0.92773211436838,1.0093509853898872,18,0,0,short,331.8481012658228,395,131080.0,0.42278481012658226,1.409561006092798,2701.377245508982,-1409.9118942731277
210,45,215,290,60,100,240,480,0.9781685641451574,0.9865169048288513,27,0,1,short,331.838905775076,329,109175.0,0.3617021276595745,1.3244283315751155,3745.294117647059,-1610.1196172248804
150,90,65,125,60,195,100,580,0.9418092745048121,0.9815128229607586,20,0,0,short,331.75895765472313,307,101850.0,0.2931596091205212,1.2982605130607943,4925.888888888889,-1573.6405529953918
150,45,125,170,70,130,100,620,0.958247249213655,0.9252497393957984,23,0,0,short,331.328125,512,169640.0,0.33984375,1.386873132796643,3495.0,-1305.029761904762
240,60,75,60,60,30,290,630,0.9335779940060598,0.9125146011742459,11,0,1,short,330.94072164948454,388,128405.0,0.44329896907216493,1.3434436643263123,2920.232558139535,-1730.9027777777778
300,90,30,285,20,90,240,650,0.992762162774337,0.911888626386537,26,0,0,short,330.64668769716087,317,104815.0,0.3722397476340694,1.3546258860149205,3393.0508474576272,-1485.251256281407
210,90,160,120,10,200,360,690,1.0012000726905113,0.9641771041039346,22,0,0,short,330.4970760233918,342,113030.0,0.35964912280701755,1.322509772591092,3768.2926829268295,-1607.6605504587155
300,120,55,120,85,80,80,670,0.9408133153541195,0.9950993669880357,15,0,0,short,330.15673981191225,319,105320.0,0.29153605015673983,1.3024133921008427,4877.258064516129,-1554.7544642857142
240,60,285,290,90,25,100,530,1.0288168245724847,1.006394203129657,9,0,0,short,328.5893854748603,358,117635.0,0.3770949720670391,1.4427361686112157,2839.5185185185187,-1191.4798206278026
180,45,190,240,85,170,290,660,0.9248942944286543,0.9927270531146963,18,0,0,short,328.1360201511335,397,130270.0,0.32997481108312343,1.378504808670134,3621.679389312977,-1293.8721804511279
210,45,135,170,60,130,260,580,0.9924529244703475,0.9187623343942986,19,0,0,short,327.8954081632653,392,128535.0,0.3673469387755102,1.3529775226901373,3421.3888888888887,-1468.3266129032259
150,45,40,145,45,105,310,610,1.000484371933396,0.9936474178983795,29,0,0,short,327.6321585903084,454,148745.0,0.3920704845814978,1.319284349711293,3452.8932584269664,-1694.0727272727272
180,120,45,40,55,70,80,680,0.9393493616184261,0.9234038966869542,14,0,0,short,326.07142857142856,350,114125.0,0.36857142857142855,1.2873707933070617,3963.2558139534885,-1796.9909502262444
240,90,40,195,25,65,250,530,0.9279120377644944,0.958967526298249,20,0,0,short,326.020942408377,382,124540.0,0.3586387434554974,1.2797363012544782,4158.7226277372265,-1817.1632653061224
240,45,40,110,60,55,390,540,0.9986418665735587,0.9479371401682244,8,0,0,short,325.97297297297297,370,120610.0,0.4297297297297297,1.2994587347303606,3291.635220125786,-1908.8151658767772
120,60,125,235,30,135,240,480,0.9726729027145595,1.0037083363192603,7,0,1,short,325.9356725146199,342,111470.0,0.36257309941520466,1.311826001818309,3781.814516129032,-1654.976851851852
210,45,50,115,90,95,300,690,0.9390731787430815,0.925884980265751,14,0,1,short,325.7112970711297,478,155690.0,0.4205020920502092,1.3561355552251437,2949.5273631840796,-1578.2129963898917
300,60,205,230,5,85,250,340,1.0079854142642661,0.9792176871545923,30,0,0,short,325.14195583596216,317,103070.0,0.42586750788643535,1.2954056920122667,3348.0,-1917.0879120879122
210,60,120,220,85,160,280,670,0.9436530652409528,0.9948402834354186,15,0,0,short,324.6142433234421,337,109395.0,0.31750741839762614,1.3021877848678214,4405.654205607477,-1573.9565217391305
150,60,30,285,50,155,280,540,0.9843074508854679,0.9099774240244298,23,0,1,short,322.57102272727275,352,113545.0,0.3494318181818182,1.2952940717527275,4049.268292682927,-1679.1048034934497
150,45,30,25,50,110,180,490,0.907351569962782,0.9878911774462296,22,0,0,short,321.79321486268174,619,199190.0,0.43134087237479807,1.4694445099102071,2335.205992509363,-1212.3142857142857
240,90,200,45,50,195,270,650,1.0044495377495626,0.9341365251475465,22,0,1,short,321.4193548387097,310,99640.0,0.34516129032258064,1.3647345205629884,3484.345794392523,-1352.40099009901
180,60,20,265,15,30,120,500,1.0064557751282448,0.9073582668610879,13,0,0,short,321.09234234234236,444,142565.0,0.3918918918918919,1.3903537593779092,2918.3045977011493,-1352.6666666666667
150,45,120,285,25,115,270,530,0.9976087245585328,0.9402651380363884,12,0,1,short,319.783105022831,438,140065.0,0.3812785388127854,1.3607412367682283,3163.682634730539,-1438.037037037037
180,90,70,20,55,40,170,570,0.9633215144723302,1.0016125219542915,28,0,1,short,318.61764705882354,340,108330.0,0.38823529411764707,1.3997490728611228,2873.6742424242425,-1302.860576923077
180,45,45,300,35,30,310,680,1.0070747839359377,0.941469692929148,18,0,0,short,317.75,340,108035.0,0.40294117647058825,1.4335620836343206,2607.4087591240877,-1227.487684729064
180,45,265,225,80,185,60,470,1.0067564638657798,0.989749246775033,28,0,0,short,316.9428571428571,350,110930.0,0.34,1.341013541554589,3665.7563025210084,-1408.2034632034631
120,45,210,90,75,90,270,490,0.9447225766680162,0.9514221065391428,14,0,1,short,315.5014749262537,339,106955.0,0.41002949852507375,1.287405277583705,3446.726618705036,-1860.7
210,45,140,130,60,120,330,660,1.0089370760061713,0.9388718772745674,30,0,1,short,315.44973544973544,378,119240.0,0.34656084656084657,1.352530747398297,3492.2137404580153,-1369.3927125506073
300,60,70,245,65,110,340,690,0.9151128376407002,0.9774046088327232,25,0,0,short,315.07832898172325,383,120675.0,0.370757180156658,1.2820267127849774,3863.0985915492956,-1775.4564315352698
180,45,95,140,50,95,200,280,0.9023994708469661,0.9053149975263036,15,0,0,short,314.3730886850153,327,102800.0,0.38837920489296635,1.2568651457984559,3960.7086614173227,-2001.05
120,90,35,275,35,90,140,560,0.9230263607287609,0.9222845034163843,25,0,0,short,314.3421052631579,418,131395.0,0.3157894736842105,1.2870108452288638,4463.636363636364,-1600.7167832167831
120,60,110,195,80,120,260,510,0.973448925072282,0.9566063751515985,29,0,1,short,314.13680781758956,307,96440.0,0.3485342019543974,1.25030496509123,4502.14953271028,-1936.1306532663316
300,45,80,280,65,95,260,500,0.951725222953713,0.9561712042055336,27,0,0,short,314.0745501285347,389,122175.0,0.35218508997429304,1.268832583367256,4209.051094890511,-1810.617529880478
180,60,100,295,40,100,320,510,0.9397200168226224,0.9123812013403555,23,0,0,short,313.1858407079646,339,106170.0,0.35988200589970504,1.2597844305516475,4220.122950819672,-1883.3410138248848
150,60,95,260,90,160,110,470,0.9286563221068738,0.985271006616216,23,0,0,short,313.155737704918,366,114615.0,0.33060109289617484,1.2790621233702202,4341.570247933884,-1676.3877551020407
180,60,100,35,30,20,460,540,0.9877105793373508,0.9107600369613915,11,0,0,short,312.79944289693594,359,112295.0,0.4623955431754875,1.298090068088608,2945.843373493976,-1951.8911917098446
180,60,105,50,90,155,240,560,0.9707444861673573,0.9841972783029957,26,0,0,short,311.5026595744681,376,117125.0,0.3829787234042553,1.380714784898178,2949.7916666666665,-1326.0560344827586
300,45,180,190,55,165,140,500,0.9958115749695622,0.9291612844341576,5,0,1,short,310.69117647058823,340,105635.0,0.3911764705882353,1.3379617039655751,3144.3609022556393,-1509.975845410628
210,45,135,25,20,100,200,310,0.9495508585916109,0.979292769093401,20,0,0,short,310.18518518518516,405,125625.0,0.43703703703703706,1.3086002751301955,3009.632768361582,-1785.438596491228
240,60,35,80,30,100,160,580,0.9351837368860638,0.9848390885622793,10,0,1,short,310.0,545,168950.0,0.3486238532110092,1.3329260843005497,3560.1052631578946,-1437.5920679886685
210,60,60,100,70,165,100,690,0.9909538584951187,0.9166165549384103,28,0,1,short,309.69262295081967,488,151130.0,0.3483606557377049,1.3340775454264113,3550.0588235294117,-1422.5786163522012
180,60,175,225,60,75,230,540,0.9790270494437519,0.9262213129990677,6,0,0,short,309.42942942942943,333,103040.0,0.3663663663663664,1.359883345266577,3191.434426229508,-1363.404761904762
120,60,20,160,70,90,150,480,1.001899721027555,0.9223232093344311,11,0,1,short,309.39890710382514,366,113240.0,0.36885245901639346,1.348382531649464,3246.5555555555557,-1407.121212121212
240,45,215,230,45,100,200,480,0.9698409518553781,0.9343674229499552,21,0,1,short,308.9593908629442,394,121730.0,0.35786802030456855,1.3137532862518686,3614.9645390070923,-1533.5177865612648
150,90,45,205,85,70,220,640,0.9415830877021316,0.9120801164755838,7,0,0,short,308.2747603833866,313,96490.0,0.33226837060702874,1.2893513659399647,4134.2307692307695,-1603.2211538461538
210,45,115,200,90,115,330,490,0.9498613915609838,0.9527409776157674,26,0,1,short,307.62458471760795,301,92595.0,0.3853820598006645,1.2368612905288738,4168.275862068966,-2113.108108108108
150,45,200,260,80,115,210,470,0.9915576903400316,1.0111876358463323,24,0,0,short,307.514450867052,346,106400.0,0.30346820809248554,1.4043705463182898,3519.285714285714,-1096.3541666666667
300,60,105,245,75,160,290,580,0.9034612372406522,1.0170143966680412,28,0,0,short,307.26973684210526,304,93410.0,0.2631578947368421,1.3114704901633878,4916.375,-1338.8392857142858
210,90,30,40,20,155,200,380,0.9880983537059601,0.9493669524757906,10,0,0,short,307.06632653061223,392,120370.0,0.38010204081632654,1.2666976857544838,3836.9463087248323,-1857.3456790123457
150,90,75,100,50,140,210,660,0.9842040176633078,0.9362825994092117,20,0,1,short,306.97740112994353,354,108670.0,0.3305084745762712,1.2722671811189337,4340.17094017094,-1684.0928270042193
210,60,105,215,15,90,330,490,0.9450344236129616,1.0062296503105377,9,0,0,short,305.0739644970414,338,103115.0,0.3757396449704142,1.291883093907013,3593.6220472440946,-1690.311004784689
180,60,90,80,25,30,190,320,0.9032642623887069,0.9621432658266329,20,0,1,short,304.98800959232614,417,127180.0,0.4364508393285372,1.302093849095595,3011.9505494505493,-1791.468085106383
150,60,60,190,30,100,140,330,0.9030147785742297,0.9748372683738037,17,0,1,short,304.97389033942557,383,116805.0,0.3733681462140992,1.276766144987975,3768.111888111888,-1758.4791666666667
240,45,75,110,85,75,110,580,0.9182008087358073,0.9363297636868726,7,0,0,short,304.23312883435585,489,148770.0,0.37423312883435583,1.3246516601381357,3317.0218579234975,-1497.5326797385621
150,45,120,285,70,80,330,480,0.9061335255023536,0.9685842452979542,13,0,0,short,304.2121212121212,330,100390.0,0.37575757575757573,1.27419597132127,3762.217741935484,-1803.5714285714287
120,60,20,55,70,125,150,380,0.9630067261793511,0.9951692311457523,6,0,0,short,303.8814317673378,447,135835.0,0.378076062639821,1.329560618191523,3242.6331360946747,-1487.9783393501805
120,60,25,235,50,115,320,480,0.9904745470392593,0.9114380526427541,16,0,0,short,303.6196319018405,326,98980.0,0.3895705521472393,1.263188683258881,3740.6299212598424,-1909.0355329949239
240,60,80,200,60,165,120,600,0.9407028506067032,0.9982806642251381,19,0,1,short,303.5853658536585,410,124470.0,0.28536585365853656,1.3257993168344042,4329.188034188034,-1308.373287671233
240,60,170,105,20,150,340,430,0.998615022380519,0.9408129726867983,11,0,0,short,303.4169278996865,319,96790.0,0.4106583072100313,1.2825531666447725,3353.7786259541986,-1831.8449197860962
300,60,200,25,5,50,290,620,1.0159366658098188,0.9101588388515269,6,0,0,short,303.3939393939394,330,100120.0,0.44242424242424244,1.4091206276560968,2361.917808219178,-1337.2677595628415
