trial,avg_trade,lookback,length,lookback2,length2,min_s,max_s,koeff1,koeff2,mmcoff,exitday,sdel_day,num_trades,total_pnl,win_rate,profit_factor,max_drawdown,sharpe
34,7347.333333333333,135,100,75,65,100,700,0.976336334424932,0.9813833976462265,30,0,0,345,2534830.0,0.3739130434782609,1.4654386341810943,618400.0,1.649546200573932
35,6394.920127795527,120,130,75,95,140,600,0.9683230859006138,0.9840409613040747,28,0,0,313,2001610.0,0.35782747603833864,1.3524988354881573,780360.0,1.338604232727743
36,6650.530303030303,130,105,85,50,150,690,0.9458410324824086,0.9764047215976364,25,0,0,330,2194675.0,0.36363636363636365,1.4238149768846629,741600.0,1.430807471573463
37,9361.078125,150,65,70,100,120,680,0.9815315785842255,0.9519355693096105,25,0,0,320,2995545.0,0.384375,1.5842155919153031,748875.0,1.8509494804265347
38,9751.955835962146,150,60,70,100,120,670,0.9497361270896955,0.9478135279973153,25,0,0,317,3091370.0,0.3943217665615142,1.6150829496571786,706885.0,1.9186875086806028
39,5081.2913907284765,160,60,85,70,170,600,0.946986481875952,0.9485209137349468,25,0,0,302,1534550.0,0.347682119205298,1.2830526263365938,770590.0,1.032968761612771
40,9521.019108280254,150,85,70,90,130,670,0.935447754347941,0.9215332938520477,26,0,0,314,2989600.0,0.3853503184713376,1.5858927927504194,693815.0,1.8517097070299586
41,9810.761904761905,150,75,70,90,130,670,0.9242355306078264,0.911842158951937,26,0,0,315,3090390.0,0.3904761904761905,1.6088280750556792,693815.0,1.9128639308685051
42,8271.261829652996,150,70,65,105,130,670,0.9245455279386052,0.9195799007964373,26,0,0,317,2621990.0,0.3753943217665615,1.499557979049731,630350.0,1.729680718823157
43,5992.19298245614,110,85,60,90,130,610,0.929526608390216,0.9186516587017073,24,0,0,342,2049330.0,0.3684210526315789,1.3349210512768341,517590.0,1.2713780290878185
44,9004.556313993175,170,65,70,85,160,570,0.9033657869602195,0.9490949515389483,17,0,0,293,2638335.0,0.37542662116040953,1.49146380990701,725950.0,1.6797747644958445
45,7941.2106918239,170,65,70,55,170,570,0.9033552157587286,0.9483956395271684,17,0,0,318,2525305.0,0.3710691823899371,1.451855065980765,721875.0,1.55494620007046
46,12100.442176870749,150,50,65,85,150,540,0.9156407829632672,0.9355094426779141,16,0,0,294,3557530.0,0.40816326530612246,1.7197456481803688,707370.0,2.260036778191602
47,12083.941979522184,150,50,65,70,120,520,0.9162621175547325,0.9349909218944842,15,0,0,293,3540595.0,0.41638225255972694,1.7151200250451923,726955.0,2.28300058906806
48,7677.253289473684,150,50,55,45,200,480,0.916234338721413,0.9334787022821364,15,0,0,304,2333885.0,0.41118421052631576,1.4146861937696282,874240.0,1.4845544074969734
49,7367.3549488054605,80,85,60,70,150,470,0.9352928150522908,0.915776993709422,15,0,0,293,2158635.0,0.3890784982935154,1.3818632914079498,689440.0,1.498377958175246
50,5856.6988416988415,110,90,80,80,230,540,0.9147553218647703,0.9086744336464372,16,0,0,259,1516885.0,0.3552123552123552,1.2882729393431174,620165.0,1.105560458529445
51,11276.397637795275,155,75,65,85,130,430,0.954321820044984,0.9328564500497906,18,0,0,254,2864205.0,0.41732283464566927,1.5748962541084377,709555.0,1.974855795474036
52,9010.527272727273,180,50,65,30,140,370,0.9550874921954022,0.9333523049671362,18,0,0,275,2477895.0,0.3927272727272727,1.4477260407632264,712390.0,1.6110562482135404
53,6762.758007117438,120,75,60,85,120,400,0.9381313762778453,0.9273238741469328,13,0,0,281,1900335.0,0.36298932384341637,1.325048342417403,557070.0,1.2441578112669152
54,8614.086021505376,155,95,55,75,160,440,0.922743023860392,0.9012687211585296,16,0,0,279,2403330.0,0.41935483870967744,1.4249030044102164,816475.0,1.5336845339566205
55,10705.934782608696,175,55,65,60,120,300,0.9303189056629374,0.9373978115422209,14,0,0,230,2462365.0,0.43043478260869567,1.4647172948479135,725315.0,1.5974062443443982
57,2683.519417475728,195,75,80,55,120,300,0.9080834186601338,0.9637582264615064,7,0,0,206,552805.0,0.3737864077669903,1.0996275714287003,1109465.0,0.4459667581280373
58,7648.143459915612,180,110,55,40,150,330,0.9547871597627495,0.9382914740491164,11,0,0,237,1812610.0,0.38396624472573837,1.3243301758165467,536350.0,1.2641258986637967
59,10143.258196721312,300,60,65,75,180,520,0.9284460282389534,0.9571766260488946,13,0,0,244,2474955.0,0.38524590163934425,1.5188954768264404,837690.0,1.86816139629519
60,9103.221343873518,255,75,65,75,180,490,0.9290075234127012,0.9261646593145142,14,0,0,253,2303115.0,0.3794466403162055,1.48983895460868,540010.0,1.7435665585402196
62,6139.52861952862,175,50,70,60,120,500,0.9294902719802466,0.910066613512735,13,0,0,297,1823440.0,0.3602693602693603,1.3230749741097427,757315.0,1.2302337106026915
63,14187.811158798284,290,60,60,85,170,450,0.9422703176896999,0.9569472147645481,19,0,0,233,3305760.0,0.3948497854077253,1.6637772389801666,770800.0,2.1368652458297404
64,12083.013698630137,295,75,60,80,230,450,0.9621809827424221,0.9580250881356076,18,0,0,219,2646180.0,0.4200913242009132,1.5057311340813033,934050.0,1.7928464268579785
65,12596.545454545454,290,55,55,80,240,450,0.968759624185501,0.9576384877357994,19,0,0,220,2771240.0,0.40454545454545454,1.5497384951244937,699805.0,1.8345649889275861
66,11051.221719457013,290,95,55,80,230,430,0.9683683520006449,0.9705630951601042,19,0,0,221,2442320.0,0.40271493212669685,1.4906808962894356,710515.0,1.7850058188077964
67,9337.386363636364,300,80,55,80,230,440,0.9703301682941804,0.9716386400216859,19,0,0,220,2054225.0,0.39090909090909093,1.378177637495501,1089585.0,1.4174595796292655
68,13415.564516129032,290,300,45,85,280,400,0.9634940881976168,0.955425934184561,20,0,0,186,2495295.0,0.41397849462365593,1.5880358859792998,825870.0,1.8881710999910108
69,8739.179487179486,275,230,45,85,290,400,0.9589223584644316,0.9423022543483837,20,0,0,195,1704140.0,0.4,1.3810816552433556,956170.0,1.3323885942648819
70,12253.152709359605,265,290,35,65,250,460,1.000717302028985,0.9555603965844319,21,0,0,203,2487390.0,0.3891625615763547,1.6866254627163138,519195.0,2.057968559780814
71,5434.527972027972,265,265,20,65,250,460,0.9931470025757341,0.9566961523800037,21,0,0,286,1554275.0,0.3951048951048951,1.2806224237948822,699100.0,1.2220285677698095
72,8937.935222672064,285,265,35,70,270,390,0.9626988417889751,0.9554225761762045,20,0,0,247,2207670.0,0.3684210526315789,1.4429665538351026,497480.0,1.6209656719030219
73,13418.016304347826,285,300,35,90,250,460,1.00571180913888,0.9648224790333394,18,0,0,184,2468915.0,0.3858695652173913,1.6994816744507577,645490.0,1.991611097162191
74,15364.254658385093,290,295,30,105,300,460,1.0031591729098563,0.9678098322227163,17,0,0,161,2473645.0,0.391304347826087,1.7091678982367167,507300.0,1.92523609743707
75,15223.238636363636,280,295,30,105,290,530,1.0048879182988102,0.9689185973049859,17,0,0,176,2679290.0,0.4034090909090909,1.8704886262291194,346890.0,2.2299909432869787
76,17945.147928994083,260,300,30,115,300,470,1.0094459298882326,0.9678974126801649,21,0,0,169,3032730.0,0.39644970414201186,2.0906334904277872,405270.0,2.443645886820807
77,18627.941176470587,260,295,30,115,300,470,1.0078281871948556,0.9678121482641608,21,0,0,170,3166750.0,0.40588235294117647,2.1032530592692593,405270.0,2.529793654895969
78,11169.253731343284,280,300,20,110,360,480,1.00808493142288,0.9906103891373788,20,0,0,201,2245020.0,0.42786069651741293,1.6139025120557622,325580.0,1.9884311118553417
79,13913.581560283688,250,285,30,120,300,380,1.0182941955442595,0.970059049872912,17,0,0,141,1961815.0,0.3829787234042553,1.6841635381774493,322425.0,1.8836248824084678
81,10306.764705882353,255,300,30,120,290,420,0.9929779148349492,0.9761823293674154,17,0,0,204,2102580.0,0.38235294117647056,1.4570041232049278,479450.0,1.546166407218784
82,12271.0582010582,290,280,25,105,320,500,1.0099757311395023,0.9634123920099448,19,0,0,189,2319230.0,0.4021164021164021,1.6460745600289717,375285.0,1.9016579733992667
83,7142.754491017964,275,270,20,115,300,450,1.0194173366015633,0.9762662358047048,18,0,0,167,1192840.0,0.3712574850299401,1.3391973338300174,421790.0,1.155063646566364
84,8396.62087912088,260,290,40,130,270,340,0.9888556564656504,0.9945911460580708,21,0,0,182,1528185.0,0.4230769230769231,1.3710114421809336,534365.0,1.2966591733802064
86,10740.333333333334,280,295,35,120,290,410,1.0142511804418084,0.9657507816310136,20,0,0,150,1611050.0,0.3933333333333333,1.5358494080394873,482215.0,1.6974257555659227
88,7333.4375,290,260,30,105,320,470,1.036912722841832,1.007083515667327,21,0,0,112,821345.0,0.375,1.4019324782602314,496855.0,1.148544614375758
89,14291.820652173914,270,255,40,95,260,430,1.0025943856407842,0.9716998387459158,22,0,0,184,2629695.0,0.40217391304347827,1.7927418029883502,732285.0,2.0387951827022377
91,13835.503355704697,285,300,35,110,300,440,1.0151597338222305,0.9525073342566879,23,0,0,149,2061490.0,0.40268456375838924,1.7020837838804324,485320.0,1.9244121794078655
92,10716.298701298701,255,295,35,110,300,430,1.013801631242401,0.9517653985396141,23,0,0,154,1650310.0,0.4090909090909091,1.5436385647343671,355810.0,1.720451679281249
93,10201.556291390729,280,275,25,100,330,400,1.0225614627167754,0.9670737072465927,22,0,0,151,1540435.0,0.36423841059602646,1.495097826523643,600415.0,1.3889889324590734
94,13990.08064516129,270,285,40,120,260,470,1.004709720985541,0.9901153562979849,16,0,0,186,2602155.0,0.43010752688172044,1.8167890050803008,561785.0,2.2106475161265293
95,16067.967914438503,270,285,40,120,260,480,1.005993591644239,0.9918157774914764,17,0,0,187,3004710.0,0.44919786096256686,2.015806528496884,483170.0,2.534378477051192
96,5859.126984126984,265,255,25,135,310,480,0.9963730394329143,0.9907955893100658,24,0,0,252,1476500.0,0.36904761904761907,1.3024812063192248,587095.0,1.179076517259671
97,13173.62385321101,270,285,30,120,340,490,1.0370885324734254,0.980058842140246,16,0,0,109,1435925.0,0.41284403669724773,1.7533788392323109,255910.0,1.6857848672559566
98,9727.582417582418,275,285,40,125,260,440,1.0048556879358415,0.9959691447997163,16,0,0,182,1770420.0,0.4065934065934066,1.4894076669500136,703335.0,1.4896400668419196
99,10358.52534562212,250,270,40,115,280,530,0.989271115947936,1.0015631615668228,17,0,0,217,2247800.0,0.39631336405529954,1.5414748070161914,458070.0,1.8120265505193642
100,1544.0867992766728,300,290,25,140,260,510,1.0237721299762232,0.9887617380047912,24,1,0,553,853880.0,0.5316455696202531,1.2234796536887176,242630.0,1.2137245005579664
101,14681.506849315068,260,275,35,105,310,460,1.0149516392082996,0.9610562203594166,18,0,0,146,2143500.0,0.4178082191780822,1.7401498945972684,595955.0,2.0233958936482326
102,16804.901315789473,260,275,30,110,300,470,1.0154549458498965,0.9745734545957642,15,0,0,152,2554345.0,0.40131578947368424,2.004729931715913,423860.0,2.314576031062151
103,14473.011049723757,250,270,30,105,320,470,1.0030167558013634,0.9611260698294702,15,0,0,181,2619615.0,0.3867403314917127,1.8484802845093962,344880.0,2.1403708074301937
104,13605.670103092783,230,270,30,105,320,470,1.0008517481911148,0.974920988169001,15,0,0,194,2639500.0,0.3865979381443299,1.7730086862805967,406440.0,2.233203164865759
105,13481.952662721893,260,250,35,100,340,490,1.00959230031692,0.9832434437132256,15,0,0,169,2278450.0,0.3727810650887574,1.7328432594470025,451635.0,1.8170409502063491
106,4903.232142857143,260,235,20,115,330,500,0.9852768479109963,0.960550003935174,18,0,0,280,1372905.0,0.3821428571428571,1.2502424220330641,630190.0,1.0258170034727474
107,10620.883977900552,270,275,45,130,290,480,0.9957469953400079,1.0084227793460543,16,0,1,181,1922380.0,0.3701657458563536,1.5550228735667029,559750.0,1.6335034358024931
108,9502.729166666666,250,260,25,95,270,470,1.004367286529276,0.9613551577184083,14,0,0,240,2280655.0,0.3875,1.560510360319399,329710.0,1.825882414482564
109,9652.927756653993,240,280,40,110,210,510,0.9909011306400815,0.9857885145339718,16,0,0,263,2538720.0,0.39543726235741444,1.5466919764803926,430900.0,1.838086793418926
110,9626.07438016529,275,275,45,110,310,460,1.0261221490979906,0.9735262112104911,17,0,0,121,1164755.0,0.3884297520661157,1.4391324837882673,326010.0,1.2241187803977143
111,15057.388535031847,250,290,30,120,300,490,1.0182790797048482,0.9672496137650318,17,0,0,157,2364010.0,0.39490445859872614,1.8301354758510258,379065.0,2.037745977855985
113,6631.432584269663,260,185,35,115,310,530,1.0019377651089216,0.9452521240080518,18,0,0,178,1180395.0,0.3258426966292135,1.318697503381653,622375.0,1.0453378730328027
114,10771.85393258427,280,295,25,125,290,450,1.0081762546154864,0.9686878305915522,19,0,0,178,1917390.0,0.4044943820224719,1.502532463362823,542260.0,1.574539013378337
115,11542.081545064379,220,265,40,100,270,470,0.9981357636069486,0.96279468836228,17,0,0,233,2689305.0,0.3948497854077253,1.5855983956118853,789150.0,2.0406767073169796
116,14518.68,245,285,30,125,320,500,1.0316288505377238,0.9961617923675468,14,0,0,125,1814835.0,0.4,1.8667351202913258,397700.0,1.9375589649709601
117,2144.7154471544713,240,290,25,90,350,560,1.0456850955421302,0.9939682685780555,12,1,0,369,791400.0,0.5636856368563685,1.403496562325535,156900.0,2.03598581346163
118,5126.514084507042,245,280,30,125,320,500,1.02178366881685,1.0203111417541635,14,0,0,142,727965.0,0.33098591549295775,1.2935401923425875,546595.0,0.9685213827840878
119,7273.984962406015,255,270,35,95,330,510,1.0308936571487988,0.9728931635743777,20,0,0,133,967440.0,0.38345864661654133,1.36362269597378,506075.0,1.0541730257371245
120,9408.265306122448,230,150,30,110,310,530,1.034683292436789,0.9512224897679072,15,0,0,98,922010.0,0.42857142857142855,1.5260182221689744,467655.0,1.353040641400164
121,12967.964285714286,270,285,35,180,280,460,1.0165495163763096,0.9970586988607817,15,0,0,140,1815515.0,0.4,1.6229410604150047,599980.0,1.734316148434136
122,15171.875,295,295,30,120,300,480,1.0106985289400838,0.9818957647378354,16,0,0,168,2548875.0,0.38095238095238093,1.867397984706639,387415.0,2.1850475320740506
123,14878.184357541899,250,295,30,135,300,480,1.0095980999476395,0.9785921403966497,18,0,0,179,2663195.0,0.39106145251396646,1.8714814426984823,420350.0,2.1008318255144665
124,13881.392045454546,250,295,30,135,300,490,1.01094236253375,0.9821121816268841,17,0,0,176,2443125.0,0.3806818181818182,1.7895948806618942,510630.0,2.041885528283481
125,10976.897435897436,235,290,30,150,300,480,1.0114870677703902,0.9774697325150956,13,0,0,195,2140495.0,0.36923076923076925,1.5915502494161864,481650.0,1.7567226556652429
126,9365.586419753086,295,300,25,130,320,520,1.024472860018814,0.9675272778707769,16,0,1,162,1517225.0,0.36419753086419754,1.4804111861895142,559205.0,1.5051118452258723
127,9090.138121546961,260,275,25,145,280,540,1.0185894343009299,0.9868549539379049,18,0,0,181,1645315.0,0.3425414364640884,1.4793887725043777,569040.0,1.4320690716522064
128,7064.360465116279,265,295,20,120,290,510,1.0285331211785995,0.9748063270102945,16,0,0,172,1215070.0,0.3953488372093023,1.3803000284817357,494950.0,1.1832048157364832
129,15841.117647058823,255,260,35,125,350,500,1.007428187090463,0.9796525591509277,14,0,0,170,2692990.0,0.4,1.89688304508411,295275.0,2.132848562088168
130,11913.898305084746,245,280,35,125,350,500,1.0088420237778308,0.9798265292205455,14,0,0,177,2108760.0,0.3954802259887006,1.6263516433577339,464570.0,1.7800640211002832
131,9013.081896551725,255,260,30,115,330,480,0.9986882532997508,0.9622925542422924,14,0,0,232,2091035.0,0.375,1.4835802843154713,491680.0,1.609873534787507
132,15014.58041958042,250,245,35,130,340,460,1.0148528930733995,0.9695183644176377,13,0,0,143,2147085.0,0.38461538461538464,1.7528731299452462,358665.0,1.975678425672875
133,7506.216216216216,235,275,35,140,370,490,1.0156063390085748,0.9683362496937898,13,0,0,148,1110920.0,0.36486486486486486,1.3242771470313077,455310.0,1.0633480441880354
134,12883.461538461539,255,290,30,130,340,460,1.0212924497374154,0.98170528251837,12,0,0,143,1842335.0,0.3916083916083916,1.6615919129529213,344090.0,1.789072194545688
135,6422.443181818182,245,245,30,115,310,440,1.041293342128372,0.9649642280062092,11,0,0,88,565175.0,0.3977272727272727,1.3325996828040358,363090.0,0.9828221082891837
136,13099.517045454546,250,300,35,135,320,480,1.0072138784934812,0.9848358435666114,15,0,0,176,2305515.0,0.38636363636363635,1.734987136613311,407035.0,1.940508169124863
137,9046.688741721855,240,285,30,120,370,520,1.0112396857557193,0.9927409872226733,13,0,0,151,1366050.0,0.40397350993377484,1.4559739243197776,427360.0,1.3278369108149697
138,694.447463768116,260,265,25,125,300,460,1.0165004930367767,0.9771411602025268,15,1,0,552,383335.0,0.5126811594202898,1.1352814960421511,266810.0,0.7614111773952957
139,10696.546762589927,280,295,35,120,350,500,1.0272016248652192,0.9601009291783128,14,0,0,139,1486820.0,0.35251798561151076,1.5526893431791104,593035.0,1.4442783978255311
140,13763.55614973262,210,270,30,105,330,470,1.001193967347874,0.9991095117771843,17,0,0,187,2573785.0,0.40641711229946526,1.701699596230026,499450.0,1.9778424520085205
141,15120.592105263158,265,255,40,135,290,430,1.0052195959051313,0.9712740442696134,22,0,0,152,2298330.0,0.39473684210526316,1.689820456332651,564440.0,1.798910444980307
142,8721.97435897436,265,280,35,140,290,450,0.9958522050799362,0.9749739193769811,16,0,0,195,1700785.0,0.37948717948717947,1.4007646358848687,646770.0,1.3752584619886663
143,9393.888888888889,275,245,25,135,300,440,1.0061508403546064,0.9683409413558075,18,0,0,180,1690900.0,0.38333333333333336,1.441474994876133,472125.0,1.437781066791685
144,15931.84375,250,255,30,130,310,470,1.0117594638991967,0.988235650143632,17,0,0,160,2549095.0,0.4,1.8638745141098765,371415.0,2.042085249942797
145,13889.542682926829,255,255,35,145,280,490,1.0131142619145423,0.9866162465552446,17,0,0,164,2277885.0,0.36585365853658536,1.7501889563844204,304420.0,1.874632363012544
146,13077.44094488189,295,250,40,130,310,420,1.0196264762836125,0.9727141800162727,18,0,0,127,1660835.0,0.3779527559055118,1.5543693047164457,603255.0,1.6231700565320986
147,14065.828402366864,260,290,30,125,290,550,1.0084239124002,1.0069810909243557,21,0,0,169,2377125.0,0.40828402366863903,1.8163189967050193,447240.0,2.045345156621662
148,10837.765957446809,225,225,25,135,340,480,1.0139384731384724,0.9796896720646782,17,0,1,188,2037500.0,0.3617021276595745,1.615670514292621,406770.0,1.7045481550938897
149,1863.7826086956522,265,240,35,115,310,450,1.0320860399531784,0.9884304380184845,19,0,0,115,214335.0,0.3217391304347826,1.080867857540366,799085.0,0.2790243758566856
150,12032.814814814816,275,260,30,130,290,460,1.0228936892649878,0.9707816095780665,16,0,0,135,1624430.0,0.37777777777777777,1.6384560057540158,290895.0,1.6394893891185833
151,16389.488636363636,250,285,30,110,320,470,1.0047395141455162,0.9647736759611795,12,0,0,176,2884550.0,0.4090909090909091,1.9486825725970496,357150.0,2.2264425571640434
152,15208.468208092485,250,285,35,120,320,470,1.0059663857756176,0.9650715905908829,12,0,0,173,2631065.0,0.41040462427745666,1.8322112518128062,498100.0,2.147142460304788
153,6781.269430051813,285,300,35,110,310,430,0.993928282226779,0.9655332888002223,10,0,0,193,1308785.0,0.36787564766839376,1.2788612325603197,697925.0,1.076535120999972
154,12031.31736526946,255,295,40,120,300,470,1.004332075324956,0.976853433169843,12,0,0,167,2009230.0,0.40718562874251496,1.5681223429748503,531270.0,1.5852072053067214
155,13205.406976744185,250,285,35,115,330,480,1.0099450305361535,0.9647281782475708,10,0,0,172,2271330.0,0.3953488372093023,1.6969568185828148,403420.0,1.8532023841436267
156,11124.6288209607,240,280,30,110,270,460,1.0002197812366505,0.9692343361005217,12,0,0,229,2547540.0,0.36681222707423583,1.6040059368287283,383215.0,1.9657755229670726
157,9111.89349112426,265,290,25,130,300,440,1.0157519106699826,0.9530613384423746,11,0,0,169,1539910.0,0.3727810650887574,1.4285241211959305,514620.0,1.355260015575516
158,16846.13924050633,260,275,40,125,280,470,1.006890947941232,0.9732894143541118,17,0,0,158,2661690.0,0.4430379746835443,1.873180525347164,605090.0,2.136288264672004
160,19711.063829787236,285,265,45,120,280,450,1.0067796505480657,0.9735357944296166,17,0,0,141,2779260.0,0.40425531914893614,1.8803540092113349,497040.0,2.0905116774807397
161,16457.76595744681,295,265,50,120,280,450,1.007235884299234,0.9746277969259425,17,0,0,141,2320545.0,0.4397163120567376,1.720502805264645,506840.0,1.892397821473839
162,14858.888888888889,300,265,50,120,280,450,1.0056294993278647,0.9730391008790702,17,0,0,144,2139680.0,0.4375,1.6472003641802693,557130.0,1.706752838685319
163,16588.370786516854,285,250,50,115,270,430,1.0015524377700777,0.9695771259694498,16,0,0,178,2952730.0,0.4044943820224719,1.8245361734448826,530660.0,2.08421461934858
164,10633.553921568628,295,255,45,115,260,420,0.9986328098012376,0.9744740963820111,17,0,0,204,2169245.0,0.39705882352941174,1.5029252849646033,734320.0,1.803682913174179
165,17317.597765363127,285,265,50,120,240,440,1.0021522451386637,0.9657008212360483,16,0,0,179,3099850.0,0.4022346368715084,1.8959738478591692,503540.0,2.1667032047257826
166,17532.13888888889,285,260,45,110,270,410,1.0028783265071834,0.9834548821286409,16,0,0,180,3155785.0,0.3888888888888889,1.8912733424462544,559410.0,2.1955788860081404
167,1150.645342312009,285,265,50,110,270,420,0.9944351120893208,0.9844306242368139,16,1,0,891,1025225.0,0.5151515151515151,1.159086253929732,478565.0,0.8805612250795634
168,15834.350282485875,290,260,50,115,240,440,1.001771923738149,0.979242034227327,16,0,0,177,2802680.0,0.3954802259887006,1.7634743547659941,541940.0,1.9465213551943874
169,12870.61855670103,280,260,50,110,240,410,0.9987728921687685,0.9908277334474191,16,0,0,194,2496900.0,0.42783505154639173,1.6026319441511347,478830.0,1.8872705376428072
170,12936.53488372093,285,250,45,115,240,440,0.9821201951198152,0.9773307925024415,17,0,0,215,2781355.0,0.386046511627907,1.592354890510327,682290.0,1.9202697673430085
171,10534.429347826086,295,270,50,120,220,450,1.0022175375454487,0.9815515968888746,16,0,0,184,1938335.0,0.42934782608695654,1.5022432504913386,503620.0,1.627017114689229
172,13088.547619047618,290,265,45,115,250,410,0.9912395850889558,0.9635046991155074,16,0,0,210,2748595.0,0.3904761904761905,1.5988198308504102,675235.0,1.9192661347625852
173,13575.030120481928,290,275,50,120,270,430,1.007454966043022,0.9737020291880005,15,0,0,166,2253455.0,0.3795180722891566,1.6412408478719256,536540.0,1.7280835672831514
174,12960.502645502645,300,260,45,105,250,470,1.0010600923809123,0.9870839607095006,16,0,0,189,2449535.0,0.4074074074074074,1.6620150157292195,392595.0,1.9404699536488113
175,15206.683673469388,285,275,50,125,260,450,0.9968514594917737,0.9790689796500689,17,0,0,196,2980510.0,0.42346938775510207,1.744228843671267,519010.0,2.072216385190749
176,11213.275,275,270,50,125,240,440,0.9948299500567174,0.9779002557718662,9,0,0,200,2242655.0,0.405,1.5489525338803305,429090.0,1.7079105134491288
177,9748.324022346369,280,210,55,100,260,450,1.0023105374999381,0.9667688925095341,17,0,1,179,1744950.0,0.41899441340782123,1.4856127871493991,559170.0,1.5496997002096378
178,13564.536585365853,285,280,50,115,220,430,0.9880292911697932,0.9604576713489701,18,0,0,205,2780730.0,0.4292682926829268,1.6261015819549955,603575.0,1.8918328018981427
179,14589.488372093023,285,265,55,110,250,470,0.9976992424351845,0.9722371085519551,17,0,0,215,3136740.0,0.37209302325581395,1.7399638361942371,735920.0,2.204851119915278
180,12415.236486486487,275,255,45,125,280,450,1.0061825760157592,0.9562694731294736,15,0,0,148,1837455.0,0.38513513513513514,1.5747480039725053,497680.0,1.560982523092602
181,14922.101449275362,295,275,50,120,280,460,1.0114889368008777,0.9837069382845675,16,0,0,138,2059250.0,0.427536231884058,1.6354964541195787,620415.0,1.6582239564399925
182,13848.579545454546,290,275,50,115,270,470,1.0099042175276705,0.9797777505063635,16,0,0,176,2437350.0,0.375,1.6940299782452704,445600.0,1.847808740051626
183,12712.556818181818,300,285,45,120,260,460,1.006992543135081,0.9755079553554346,18,0,0,176,2237410.0,0.42045454545454547,1.6237621830184892,485315.0,1.8661592061401922
184,11886.409574468085,280,260,55,125,270,480,1.0021803348401388,0.9705003249652556,17,0,0,188,2234645.0,0.39893617021276595,1.5823816548000043,620495.0,1.7237967879561258
185,11076.286549707602,295,270,45,110,290,440,0.9978437646406841,0.9895911603611525,15,0,0,171,1894045.0,0.4152046783625731,1.4712480810905626,771240.0,1.5878117521496282
187,12484.3,270,285,50,110,280,410,1.0041503279936304,0.9836087108354988,16,0,0,150,1872645.0,0.43333333333333335,1.559100313788481,644505.0,1.6021337653486079
188,12791.144578313253,290,280,50,120,240,450,1.0124887910642961,0.9795104904975092,15,0,0,166,2123330.0,0.40963855421686746,1.6465623030240284,520135.0,1.8479254994577858
189,8343.536585365853,280,240,55,105,260,430,0.9940328427641036,0.9690116689169913,17,0,0,205,1710425.0,0.36585365853658536,1.3516668671286545,682665.0,1.2519583794982376
190,8726.462765957447,270,175,40,115,250,500,1.0074252473925165,0.9744294256193591,18,0,0,188,1640575.0,0.3723404255319149,1.5027781012681503,596930.0,1.4870170438281447
191,13954.21568627451,275,255,40,130,290,430,1.0042682054857468,0.9713529381046939,22,0,0,153,2134995.0,0.39869281045751637,1.6303787152940272,699720.0,1.683068431241809
192,16683.880597014926,295,260,45,125,280,400,1.0109792116822502,0.9634593191643582,16,0,0,134,2235640.0,0.41044776119402987,1.754157642979065,575415.0,2.0174197664981963
193,19055.82706766917,290,265,45,125,280,460,1.0114122791563385,0.962299813048285,16,0,0,133,2534425.0,0.39849624060150374,1.8422800892653883,528585.0,2.025966861383674
194,16675.22857142857,290,265,45,125,270,400,1.0002556950707668,0.9584173203383142,17,0,0,175,2918165.0,0.4057142857142857,1.828413428168722,480240.0,2.188690889443058
195,17842.089552238805,290,260,45,125,280,390,1.0107813661990825,0.9586318569616906,16,0,0,134,2390840.0,0.40298507462686567,1.8287772377789642,545140.0,2.1325772357532964
196,18743.928571428572,290,260,45,125,280,390,1.0137528689373052,0.9580891331870153,16,0,0,126,2361735.0,0.42857142857142855,1.8497895077720208,524100.0,2.101611620719159
197,10973.429487179486,300,260,45,125,270,390,1.0188065397024992,0.9577896033635774,16,0,0,156,1711855.0,0.3717948717948718,1.5141971896983641,557445.0,1.4471246210590205
198,1259.30081300813,290,265,45,125,280,390,1.0126726265001051,0.9547911302846468,15,1,0,615,774470.0,0.5300813008130081,1.2554055235026704,167080.0,1.3610592499102745
199,13813.121387283238,295,250,45,130,270,380,1.0117328016513252,0.9585778186785088,16,0,0,173,2389670.0,0.3988439306358382,1.7028689247855806,567650.0,1.9562955293973963
200,16032.0,290,260,45,125,280,400,1.0157942415157681,0.9493110613337106,16,0,0,125,2004000.0,0.424,1.7195897907300748,591330.0,1.8189622429031944
202,13486.258992805755,300,265,45,130,280,400,1.0097587490812487,0.9604758275817973,16,0,0,139,1874590.0,0.4172661870503597,1.593404019252654,431770.0,1.6828748253113615
203,12716.2,295,255,45,125,270,370,1.019232741973032,0.9431943323167884,15,0,0,150,1907430.0,0.3933333333333333,1.6271655679221397,626350.0,1.6924260888650968
204,18826.08843537415,290,260,45,120,290,380,1.0007311145267324,0.9624436962324708,17,0,0,147,2767435.0,0.3945578231292517,1.86390823471385,411145.0,2.0876997180615726
205,12895.247252747253,65,260,45,120,280,390,1.0000994731843025,0.9461511367718731,16,0,0,182,2346935.0,0.3956043956043956,1.5266141608607362,677015.0,1.6906988806069025
206,21271.159420289856,285,250,40,115,290,380,1.0087228694500683,0.9530336566455466,15,0,0,138,2935420.0,0.427536231884058,2.0829030931181856,538815.0,2.3654867195392715
207,17832.945736434107,285,245,40,130,290,380,1.0162028034477322,0.9533040862651335,15,0,0,129,2300450.0,0.4263565891472868,1.8530959471035642,574535.0,2.1328279011343265
