entry_time,exit_time,entry_price,exit_price,contracts,pnl,exit_reason,direction
2017-04-04 17:34:00,2017-04-07 17:34:00,112680.0,111260.0,30,-42600.0,signal_reverse,long
2017-04-25 17:34:00,2017-04-26 17:34:00,111260.0,111330.0,26,1820.0,signal_reverse,long
2017-05-02 17:34:00,2017-05-03 17:34:00,111730.0,109420.0,26,-60060.0,signal_reverse,long
2017-05-15 17:35:00,2017-05-17 17:34:00,110930.0,109900.0,23,-23690.0,signal_reverse,long
2017-07-12 17:34:00,2017-07-21 17:34:00,101270.0,102890.0,31,50220.0,signal_reverse,long
2017-08-01 17:34:00,2017-08-02 17:34:00,101890.0,101570.0,28,-8960.0,signal_reverse,long
2017-08-04 17:34:00,2017-08-11 17:34:00,102390.0,102140.0,30,-7500.0,signal_reverse,long
2017-08-21 17:34:00,2017-09-08 11:29:00,103090.0,111890.0,31,272800.0,expiration,long
2017-11-07 17:34:00,2017-11-14 17:34:00,114830.0,114240.0,25,-14750.0,signal_reverse,long
2017-11-22 17:34:00,2017-11-29 17:34:00,115500.0,114490.0,39,-39390.0,signal_reverse,long
2017-12-27 17:34:00,2017-12-28 17:34:00,115550.0,115430.0,50,-6000.0,signal_reverse,long
2017-12-29 17:34:00,2018-01-26 17:34:00,115750.0,129150.0,51,683400.0,signal_reverse,long
2018-05-17 17:34:00,2018-05-18 17:34:00,118900.0,116970.0,21,-40530.0,signal_reverse,long
2018-05-22 17:34:00,2018-05-23 17:34:00,119520.0,117140.0,24,-57120.0,signal_reverse,long
2018-06-01 17:34:00,2018-06-05 17:34:00,116910.0,116940.0,25,750.0,signal_reverse,long
2018-06-07 17:34:00,2018-06-08 11:29:00,117330.0,116020.0,33,-43230.0,expiration,long
2018-07-09 17:34:00,2018-07-16 17:34:00,117720.0,117280.0,28,-12320.0,signal_reverse,long
2018-07-27 17:34:00,2018-08-02 17:34:00,114950.0,114140.0,28,-22680.0,signal_reverse,long
2018-09-21 17:34:00,2018-10-04 17:34:00,113230.0,115200.0,26,51220.0,signal_reverse,long
2018-10-16 17:34:00,2018-10-19 17:34:00,115660.0,113080.0,19,-49020.0,signal_reverse,long
2018-12-05 17:34:00,2018-12-06 17:34:00,114890.0,112870.0,27,-54540.0,signal_reverse,long
2018-12-07 17:34:00,2018-12-10 11:40:00,115680.0,114800.0,18,-15840.0,expiration,long
